FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
tan	62.4	pi0	7	0.13497	3.76441	0.0634368	1.21011	0.105312	0.311414	0.12611	5.28593	0.294858	3.97767	0.0671658	1.98966	0.206259	0.314732	0.127327	6.28206	0.400752	8.55224	0.145262	5.87802	0.570567	0.326646	0.12611	14.7569	0.841938	9.12011	0.155483	5.87802	0.570567	0.326646	0.12524	15.3248	0.851291	28	3
hag	62.4	pi0	7	0.13497	3.76441	0.0634368	2.03255	0.00522815	0.356729	0.00235183	6.15369	0.0710168	3.97767	0.0671658	3.6592	0.00867358	0.360068	0.00237259	7.99693	0.078212	8.55224	0.145262	10.3437	0.0255032	0.344415	0.00235183	19.2404	0.173117	9.12011	0.155483	10.3437	0.0255032	0.344415	0.00219316	19.8083	0.18318	28	3
bis	62.4	pi0	8	0.13497	1.86963	0.0320885	0.617475	0	0.285032	0	2.77213	0.0320885	1.97714	0.0340009	1.00159	0	0.287211	0	3.26594	0.0340009	4.2777	0.0739916	2.98143	0	0.243079	0	7.50222	0.0739916	4.5656	0.0792563	2.98143	0	0.243079	0	7.79012	0.0792563	15	2
tan	62.4	pi0	8	0.13497	1.86963	0.0320885	0.63476	0.0500812	0.142677	0.0550206	2.64706	0.13719	1.97714	0.0340009	1.04884	0.0997313	0.144215	0.0555616	3.1702	0.189294	4.2777	0.0739916	3.09235	0.273991	0.150682	0.0550206	7.52073	0.403003	4.5656	0.0792563	3.09235	0.273991	0.150682	0.0552007	7.80863	0.408448	15	2
hag	62.4	pi0	8	0.13497	1.86963	0.0320885	1.33515	0.00378995	0.129427	0.000837494	3.3342	0.036716	1.97714	0.0340009	2.48209	0.00652246	0.130699	0.000845388	4.58993	0.0413687	4.2777	0.0739916	6.90859	0.0188709	0.128682	0.000837494	11.315	0.0937	4.5656	0.0792563	6.90859	0.0188709	0.128682	0.000812302	11.6029	0.0989394	15	2
bis	62.4	ka+	0	0.49368	11.6821	0.983052	1.40095	0.577267	4.13065	3.66029	17.2137	5.22061	16.1364	1.32463	4.74424	1.96475	4.42411	3.67944	25.3047	6.96883	15.6886	1.30267	2.59089	1.06814	2.7545	3.66029	21.034	6.03111	22.0947	1.77558	2.59089	1.06814	2.7545	0.980475	27.4401	3.8242	347	3
tan	62.4	ka+	0	0.49368	11.6821	0.983052	1.40127	0.0809742	2.97299	0.804882	16.0563	1.86891	16.1364	1.32463	4.74652	0.31255	3.23602	0.870516	24.1189	2.5077	15.6886	1.30267	2.59153	0.151731	2.27327	0.804882	20.5534	2.25928	22.0947	1.77558	2.59153	0.151731	2.27327	0.593837	26.9595	2.52115	347	3
hag	62.4	ka+	0	0.49368	11.6821	0.983052	1.43655	0.0178501	3.14322	0.0924674	16.2618	1.09337	16.1364	1.32463	4.89929	0.0592611	3.40909	0.0992239	24.4447	1.48312	15.6886	1.30267	2.65846	0.0329469	2.33925	0.0924674	20.6863	1.42808	22.0947	1.77558	2.65846	0.0329469	2.33925	0.0635937	27.0925	1.87212	347	3
bis	62.4	ka+	1	0.49368	9.70687	0.815595	1.16712	0.0234767	2.04371	0.186163	12.9177	1.02524	13.4091	1.09911	3.9464	0.0856549	2.24142	0.201144	19.5969	1.38591	13.0338	1.08078	2.15813	0.0437411	1.64296	0.186163	16.8349	1.31068	18.3596	1.4734	2.15813	0.0437411	1.64296	0.136691	22.1607	1.65384	294	4
tan	62.4	ka+	1	0.49368	9.70687	0.815595	1.17544	0.81137	2.42694	2.9916	13.3093	4.61857	13.4091	1.09911	3.9837	2.95439	2.64353	3.18989	20.0363	7.24339	13.0338	1.08078	2.17399	1.51159	1.86492	2.9916	17.0727	5.58397	18.3596	1.4734	2.17399	1.51159	1.86492	1.98157	22.3986	4.96656	294	4
hag	62.4	ka+	1	0.49368	9.70687	0.815595	1.20315	0.0154923	3.35996	0.085586	14.27	0.916673	13.4091	1.09911	4.10879	0.0517515	3.60676	0.0910985	21.1246	1.24196	13.0338	1.08078	2.22679	0.0286121	2.2897	0.085586	17.5503	1.19498	18.3596	1.4734	2.22679	0.0286121	2.2897	0.0541659	22.8761	1.55618	294	4
bis	62.4	ka+	2	0.49368	7.18862	0.603087	0.909584	0.0314319	1.88515	1.02885	9.98336	1.66337	9.93983	0.813283	3.12166	0.135222	2.05336	1.08137	15.1148	2.02987	9.66328	0.799947	1.68422	0.0595581	1.4521	1.02885	12.7996	1.88836	13.6246	1.09123	1.68422	0.0595581	1.4521	0.607454	16.7609	1.75824	230	5
tan	62.4	ka+	2	0.49368	7.18862	0.603087	0.883556	0.664729	1.72516	2.36226	9.79733	3.63007	9.93983	0.813283	2.99869	2.43055	1.88082	2.52238	14.8193	5.76621	9.66328	0.799947	1.63437	1.23891	1.33364	2.36226	12.6313	4.40112	13.6246	1.09123	1.63437	1.23891	1.33364	1.58291	16.5926	3.91305	230	5
hag	62.4	ka+	2	0.49368	7.18862	0.603087	0.926504	0.0119708	2.04065	0.0486513	10.1558	0.663709	9.93983	0.813283	3.18171	0.0402544	2.19916	0.0520451	15.3207	0.905583	9.66328	0.799947	1.71571	0.0221228	1.4362	0.0486513	12.8152	0.870721	13.6246	1.09123	1.71571	0.0221228	1.4362	0.0322369	16.7765	1.14559	230	5
bis	62.4	ka+	3	0.49368	4.92868	0.411661	0.667492	0	1.91957	0	7.51574	0.411661	6.83048	0.555697	2.31134	0	2.0546	0	11.1964	0.555697	6.63797	0.546497	1.237	0	1.28708	0	9.16205	0.546497	9.38354	0.746385	1.237	0	1.28708	0	11.9076	0.746385	164	5
tan	62.4	ka+	3	0.49368	4.92868	0.411661	0.638619	0.548284	1.08339	1.77493	6.65069	2.73487	6.83048	0.555697	2.17566	2.02632	1.18362	1.9015	10.1898	4.48352	6.63797	0.546497	1.18174	1.02298	0.84892	1.77493	8.66863	3.3444	9.38354	0.746385	1.18174	1.02298	0.84892	1.22086	11.4142	2.99023	164	5
hag	62.4	ka+	3	0.49368	4.92868	0.411661	0.678845	0.00889489	1.17205	0.0265082	6.77957	0.447064	6.83048	0.555697	2.3459	0.0301361	1.26787	0.0284947	10.4443	0.614328	6.63797	0.546497	1.25786	0.0164504	0.849357	0.0265082	8.74519	0.589455	9.38354	0.746385	1.25786	0.0164504	0.849357	0.0182989	11.4908	0.781135	164	5
bis	62.4	ka+	4	0.49368	3.26755	0.272084	0.472734	0.187778	1.39557	1.62026	5.13585	2.08012	4.54503	0.368093	1.64917	0.655336	1.48396	1.60548	7.67815	2.62891	4.417	0.362068	0.876689	0.348249	0.872069	1.62026	6.16575	2.33058	6.26823	0.495669	0.876689	0.348249	0.872069	0.216637	8.01698	1.06055	114	5
tan	62.4	ka+	4	0.49368	3.26755	0.272084	0.449074	0.205294	0.64797	0.588332	4.36459	1.06571	4.54503	0.368093	1.53714	0.768205	0.709525	0.632543	6.79169	1.76884	4.417	0.362068	0.831372	0.383512	0.515034	0.588332	5.7634	1.33391	6.26823	0.495669	0.831372	0.383512	0.515034	0.415769	7.61463	1.29495	114	5
hag	62.4	ka+	4	0.49368	3.26755	0.272084	0.481856	0.00640886	0.660356	0.0142819	4.40976	0.292774	4.54503	0.368093	1.67602	0.0218826	0.716738	0.0154179	6.93779	0.405394	4.417	0.362068	0.893414	0.0118617	0.490441	0.0142819	5.80085	0.388211	6.26823	0.495669	0.893414	0.0118617	0.490441	0.0101981	7.65208	0.517729	114	5
bis	62.4	ka+	5	0.49368	2.09135	0.173192	0.33491	0	0.868426	0	3.29469	0.173192	2.92063	0.234802	1.18522	0	0.922268	0	5.02811	0.234802	2.83733	0.230945	0.621914	0	0.534202	0	3.99345	0.230945	4.04417	0.316914	0.621914	0	0.534202	0	5.20029	0.316914	76	5
tan	62.4	ka+	5	0.49368	2.09135	0.173192	0.311581	0.00735408	0.362158	0.0583201	2.76509	0.238866	2.92063	0.234802	1.07374	0.02863	0.397784	0.0617621	4.39215	0.325194	2.83733	0.230945	0.577207	0.0137857	0.293307	0.0583201	3.70785	0.303051	4.04417	0.316914	0.577207	0.0137857	0.293307	0.0369172	4.91468	0.367617	76	5
hag	62.4	ka+	5	0.49368	2.09135	0.173192	0.334202	0.00453086	0.370041	0.00774048	2.79559	0.185463	2.92063	0.234802	1.17001	0.0155907	0.402794	0.00838691	4.49343	0.258779	2.83733	0.230945	0.620035	0.00839213	0.280444	0.00774048	3.73781	0.247078	4.04417	0.316914	0.620035	0.00839213	0.280444	0.00568088	4.94465	0.330987	76	5
bis	62.4	ka+	6	0.49368	1.20776	0.101504	0.174554	0.00837687	0.216229	0.0913866	1.59854	0.201267	1.6822	0.137442	0.608112	0.0377723	0.238159	0.0976737	2.52847	0.272888	1.63547	0.135194	0.32366	0.0159506	0.178405	0.0913866	2.13754	0.242532	2.32374	0.185261	0.32366	0.0159506	0.178405	0.0628051	2.82581	0.264017	48	5
tan	62.4	ka+	6	0.49368	1.20776	0.101504	0.167715	0.00403966	0.232213	0.0591207	1.60769	0.164664	1.6822	0.137442	0.574831	0.0158317	0.254392	0.0619892	2.51142	0.215263	1.63547	0.135194	0.310532	0.0075759	0.1851	0.0591207	2.1311	0.201891	2.32374	0.185261	0.310532	0.0075759	0.1851	0.0341119	2.81937	0.226949	48	5
hag	62.4	ka+	6	0.49368	1.20776	0.101504	0.192284	0.00270986	0.16215	0.00330716	1.56219	0.107521	1.6822	0.137442	0.679231	0.00942526	0.177103	0.00359883	2.53853	0.150467	1.63547	0.135194	0.357046	0.00502445	0.12573	0.00330716	2.11825	0.143526	2.32374	0.185261	0.357046	0.00502445	0.12573	0.00250229	2.80652	0.192788	48	5
bis	62.4	ka+	7	0.49368	0.636888	0.0534791	0.108121	0	0.218398	0	0.963406	0.0534791	0.892845	0.0726824	0.385497	0	0.233709	0	1.51205	0.0726824	0.86762	0.0714756	0.200917	0	0.145751	0	1.21429	0.0714756	1.24144	0.0983582	0.200917	0	0.145751	0	1.58811	0.0983582	28	3
tan	62.4	ka+	7	0.49368	0.636888	0.0534791	0.0999717	0.00262619	0.0993479	0.0178163	0.836208	0.0739216	0.892845	0.0726824	0.346383	0.0104379	0.109342	0.0188909	1.34857	0.102011	0.86762	0.0714756	0.185296	0.00493224	0.0814232	0.0178163	1.13434	0.0942241	1.24144	0.0983582	0.185296	0.00493224	0.0814232	0.0114267	1.50816	0.114717	28	3
hag	62.4	ka+	7	0.49368	0.636888	0.0534791	0.113306	0.00166568	0.0768791	0.00155715	0.827073	0.0567019	0.892845	0.0726824	0.40335	0.0058473	0.0841791	0.00169983	1.38037	0.0802295	0.86762	0.0714756	0.21055	0.00309114	0.0605815	0.00155715	1.13875	0.0761239	1.24144	0.0983582	0.21055	0.00309114	0.0605815	0.00120339	1.51257	0.102653	28	3
bis	62.4	ka+	8	0.49368	0.282591	0.0242252	0.0525581	0	0.0774322	0	0.412581	0.0242252	0.39714	0.032961	0.191246	0	0.0836183	0	0.672005	0.032961	0.38585	0.0323906	0.0978431	0	0.0560333	0	0.539726	0.0323906	0.553561	0.0446433	0.0978431	0	0.0560333	0	0.707437	0.0446433	15	2
tan	62.4	ka+	8	0.49368	0.282591	0.0242252	0.0469472	0.0015337	0.033609	0.00203028	0.363147	0.0277892	0.39714	0.032961	0.163931	0.00614527	0.0372715	0.00224183	0.598343	0.0413481	0.38585	0.0323906	0.0870781	0.00288386	0.0287425	0.00203028	0.50167	0.0373048	0.553561	0.0446433	0.0870781	0.00288386	0.0287425	0.00169957	0.669382	0.0492267	15	2
hag	62.4	ka+	8	0.49368	0.282591	0.0242252	0.0540851	0.000863924	0.0285581	0.000594881	0.365234	0.025684	0.39714	0.032961	0.194381	0.00306767	0.0313531	0.000651555	0.622875	0.0366802	0.38585	0.0323906	0.100594	0.00160501	0.0228807	0.000594881	0.509325	0.0345905	0.553561	0.0446433	0.100594	0.00160501	0.0228807	0.0004697	0.677036	0.046718	15	2
bis	62.4	ka-	0	0.49368	10.1557	0.742798	1.12347	0.0192335	1.67481	0.136936	12.954	0.898968	14.0116	1.01379	3.73815	0.072224	1.85057	0.148263	19.6003	1.23428	13.637	0.999938	2.07433	0.0359379	1.40512	0.136936	17.1165	1.17281	19.1715	1.38041	2.07433	0.0359379	1.40512	0.101345	22.6509	1.51769	347	3
tan	62.4	ka-	0	0.49368	10.1557	0.742798	1.12239	0.0771939	1.63791	0.607449	12.916	1.42744	14.0116	1.01379	3.73317	0.37093	1.8116	0.653767	19.5563	2.03849	13.637	0.999938	2.07228	0.148156	1.38247	0.607449	17.0918	1.75554	19.1715	1.38041	2.07228	0.148156	1.38247	0.438525	22.6262	1.96709	347	3
hag	62.4	ka-	0	0.49368	10.1557	0.742798	1.20468	0.010088	3.36846	0.0558204	14.7289	0.808706	14.0116	1.01379	4.11393	0.0336975	3.61581	0.0594142	21.7413	1.1069	13.637	0.999938	2.22963	0.018631	2.29508	0.0558204	18.1617	1.07439	19.1715	1.38041	2.22963	0.018631	2.29508	0.0353187	23.6962	1.43436	347	3
bis	62.4	ka-	1	0.49368	8.43516	0.710308	1.06604	0.0273301	3.75491	4.60468	13.2561	5.34232	11.6537	0.956881	3.66283	0.109155	4.0015	4.66543	19.3181	5.73147	11.3263	0.940696	1.97414	0.0513666	2.41157	4.60468	15.712	5.59675	15.9574	1.28205	1.97414	0.0513666	2.41157	1.39632	20.3431	2.72974	294	4
tan	62.4	ka-	1	0.49368	8.43516	0.710308	1.02922	0.616761	2.07319	2.2372	11.5376	3.56427	11.6537	0.956881	3.49033	2.24971	2.25908	2.38695	17.4032	5.59354	11.3263	0.940696	1.90367	1.14923	1.59717	2.2372	14.8271	4.32712	15.9574	1.28205	1.90367	1.14923	1.59717	1.48937	19.4582	3.92066	294	4
hag	62.4	ka-	1	0.49368	8.43516	0.710308	1.09521	0.013877	1.69259	0.047325	11.223	0.77151	11.6537	0.956881	3.76192	0.0464208	1.84697	0.0511709	17.2626	1.05447	11.3263	0.940696	2.02819	0.0256327	1.31323	0.047325	14.6677	1.01365	15.9574	1.28205	2.02819	0.0256327	1.31323	0.034528	19.2988	1.34221	294	4
bis	62.4	ka-	2	0.49368	6.24732	0.52209	0.759031	0	2.96339	0	9.96974	0.52209	8.62386	0.703228	2.58171	0	3.14887	0	14.3544	0.703228	8.37864	0.69119	1.4043	0	1.83815	0	11.6211	0.69119	11.7959	0.941954	1.4043	0	1.83815	0	15.0384	0.941954	230	5
tan	62.4	ka-	2	0.49368	6.24732	0.52209	0.747598	0.499819	1.65586	1.91281	8.65078	2.93472	8.62386	0.703228	2.52948	1.8096	1.80135	2.03563	12.9547	4.54846	8.37864	0.69119	1.38247	0.930633	1.26149	1.91281	11.0226	3.53464	11.7959	0.941954	1.38247	0.930633	1.26149	1.24634	14.4399	3.11893	230	5
hag	62.4	ka-	2	0.49368	6.24732	0.52209	0.808687	0.0105813	1.59395	0.0373108	8.64996	0.569982	8.62386	0.703228	2.78488	0.0357009	1.72078	0.0400031	13.1295	0.778932	8.37864	0.69119	1.49794	0.0195614	1.13739	0.0373108	11.014	0.748062	11.7959	0.941954	1.49794	0.0195614	1.13739	0.0252069	14.4312	0.986722	230	5
bis	62.4	ka-	3	0.49368	4.36136	0.363374	0.585301	0.227561	1.9696	2.03352	6.91626	2.62446	6.04059	0.490248	2.02346	0.787396	2.09493	2.01322	10.159	3.29087	5.86793	0.481902	1.08451	0.421683	1.23718	2.03352	8.18962	2.93711	8.29134	0.657913	1.08451	0.421683	1.23718	0.272992	10.613	1.35259	164	5
tan	62.4	ka-	3	0.49368	4.36136	0.363374	0.560771	0.198146	0.997762	0.654643	5.91989	1.21616	6.04059	0.490248	1.90806	0.728822	1.08919	0.700475	9.03784	1.91955	5.86793	0.481902	1.03756	0.369521	0.777743	0.654643	7.68323	1.50607	8.29134	0.657913	1.03756	0.369521	0.777743	0.445987	10.1066	1.47342	164	5
hag	62.4	ka-	3	0.49368	4.36136	0.363374	0.606649	0.00802058	0.967255	0.0216164	5.93526	0.393011	6.04059	0.490248	2.10099	0.0272447	1.04757	0.0232713	9.18915	0.540764	5.86793	0.481902	1.12432	0.0148372	0.707138	0.0216164	7.69939	0.518356	8.29134	0.657913	1.12432	0.0148372	0.707138	0.0151048	10.1228	0.687855	164	5
bis	62.4	ka-	4	0.49368	2.84481	0.238242	0.383727	0	1.07457	0	4.30311	0.238242	3.94413	0.321678	1.3273	0	1.15204	0	6.42348	0.321678	3.83315	0.316305	0.711053	0	0.731465	0	5.27567	0.316305	5.42084	0.432144	0.711053	0	0.731465	0	6.86336	0.432144	114	5
tan	62.4	ka-	4	0.49368	2.84481	0.238242	0.368149	0.169418	0.630272	0.550163	3.84323	0.957823	3.94413	0.321678	1.25399	0.625368	0.688411	0.589268	5.88653	1.53631	3.83315	0.316305	0.68123	0.316059	0.493064	0.550163	5.00744	1.18253	5.42084	0.432144	0.68123	0.316059	0.493064	0.377735	6.59513	1.12594	114	5
hag	62.4	ka-	4	0.49368	2.84481	0.238242	0.410213	0.00553681	0.509907	0.0109227	3.76493	0.254702	3.94413	0.321678	1.43099	0.0189709	0.554187	0.0118117	5.92931	0.352461	3.83315	0.316305	0.760793	0.0102511	0.382331	0.0109227	4.97627	0.337479	5.42084	0.432144	0.760793	0.0102511	0.382331	0.0079013	6.56396	0.450297	114	5
bis	62.4	ka-	5	0.49368	1.83003	0.152421	0.271966	0	0.670018	0	2.77201	0.152421	2.54563	0.206123	0.953557	0	0.717938	0	4.21712	0.206123	2.47258	0.202621	0.504586	0	0.453735	0	3.4309	0.202621	3.51001	0.277349	0.504586	0	0.453735	0	4.46833	0.277349	76	5
tan	62.4	ka-	5	0.49368	1.83003	0.152421	0.255561	0.00656479	0.357629	0.109034	2.44322	0.268019	2.54563	0.206123	0.875554	0.0260417	0.391785	0.114593	3.81297	0.346758	2.47258	0.202621	0.473162	0.0123277	0.285082	0.109034	3.23082	0.323983	3.51001	0.277349	0.473162	0.0123277	0.285082	0.0641879	4.26825	0.353864	76	5
hag	62.4	ka-	5	0.49368	1.83003	0.152421	0.285458	0.00393357	0.290847	0.00606208	2.40633	0.162416	2.54563	0.206123	1.00202	0.0135785	0.31693	0.00657729	3.86458	0.226279	2.47258	0.202621	0.529737	0.00728806	0.222044	0.00606208	3.22436	0.215971	3.51001	0.277349	0.529737	0.00728806	0.222044	0.00449296	4.26179	0.28913	76	5
bis	62.4	ka-	6	0.49368	1.06778	0.0890056	0.173419	0	0.376915	0	1.61812	0.0890056	1.49319	0.120731	0.614151	0	0.403489	0	2.51083	0.120731	1.45048	0.118693	0.322056	0	0.2526	0	2.02514	0.118693	2.07042	0.163008	0.322056	0	0.2526	0	2.64507	0.163008	48	5
tan	62.4	ka-	6	0.49368	1.06778	0.0890056	0.161673	0.0039894	0.18089	0.0298698	1.41035	0.122865	1.49319	0.120731	0.557902	0.0156442	0.198756	0.0316178	2.24984	0.167993	1.45048	0.118693	0.299542	0.00748327	0.146811	0.0298698	1.89683	0.156046	2.07042	0.163008	0.299542	0.00748327	0.146811	0.0188485	2.51677	0.189339	48	5
hag	62.4	ka-	6	0.49368	1.06778	0.0890056	0.180724	0.00256137	0.148275	0.00302222	1.39678	0.0945891	1.49319	0.120731	0.639	0.00891889	0.162002	0.00329012	2.29419	0.13294	1.45048	0.118693	0.335611	0.00474964	0.115217	0.00302222	1.90131	0.126465	2.07042	0.163008	0.335611	0.00474964	0.115217	0.00229315	2.52124	0.170051	48	5
bis	62.4	ka-	7	0.49368	0.564368	0.0476121	0.0999368	0.00297605	0.214642	0.0620241	0.878947	0.112612	0.792592	0.0647368	0.358668	0.0124211	0.228181	0.0626819	1.37944	0.13984	0.770084	0.063639	0.185821	0.00561645	0.133382	0.0620241	1.08929	0.131279	1.104	0.0876311	0.185821	0.00561645	0.133382	0.0176741	1.4232	0.110922	28	3
tan	62.4	ka-	7	0.49368	0.564368	0.0476121	0.0916302	0.00249506	0.0826977	0.0143015	0.738696	0.0644086	0.792592	0.0647368	0.318593	0.0100068	0.0911328	0.0152038	1.20232	0.0899474	0.770084	0.063639	0.169892	0.00469004	0.0682786	0.0143015	1.00825	0.0826305	1.104	0.0876311	0.169892	0.00469004	0.0682786	0.00938067	1.34217	0.101702	28	3
hag	62.4	ka-	7	0.49368	0.564368	0.0476121	0.102865	0.00153358	0.0673278	0.00137196	0.734561	0.0505176	0.792592	0.0647368	0.366669	0.00539214	0.07375	0.00149842	1.23301	0.0716273	0.770084	0.063639	0.191172	0.00284643	0.0531883	0.00137196	1.01444	0.0678574	1.104	0.0876311	0.191172	0.00284643	0.0531883	0.00106374	1.34836	0.0915413	28	3
bis	62.4	ka-	8	0.49368	0.256696	0.0219016	0.0521349	0	0.0743457	0	0.383177	0.0219016	0.362883	0.0298684	0.189809	0	0.079839	0	0.632532	0.0298684	0.35228	0.0293224	0.0970718	0	0.0512099	0	0.500561	0.0293224	0.508681	0.0405364	0.0970718	0	0.0512099	0	0.656963	0.0405364	15	2
tan	62.4	ka-	8	0.49368	0.256696	0.0219016	0.0477453	0	0.0284388	0	0.33288	0.0219016	0.362883	0.0298684	0.168631	0	0.0315542	0	0.563068	0.0298684	0.35228	0.0293224	0.088655	0	0.0243819	0	0.465316	0.0293224	0.508681	0.0405364	0.088655	0	0.0243819	0	0.621718	0.0405364	15	2
hag	62.4	ka-	8	0.49368	0.256696	0.0219016	0.0523976	0.000849642	0.0274029	0.00057826	0.336497	0.0233295	0.362883	0.0298684	0.188388	0.00301833	0.0300877	0.000633428	0.581359	0.0335201	0.35228	0.0293224	0.0974591	0.00157854	0.0219682	0.00057826	0.471707	0.0314792	0.508681	0.0405364	0.0974591	0.00157854	0.0219682	0.000456925	0.628108	0.0425719	15	2
bis	62.4	pba	0	0.93827	13.1984	0.357029	0.537526	0.00808063	1.12354	0.0745562	14.8594	0.439665	20.3848	0.517853	2.49783	0.0461905	1.30627	0.0844511	24.1889	0.648495	5.92505	0.156383	0.27977	0.00422707	0.397175	0.0745562	6.60199	0.235166	9.26292	0.228953	0.27977	0.00422707	0.397175	0.0247238	9.93987	0.257904	347	3
tan	62.4	pba	0	0.93827	13.1984	0.357029	0.534973	0.0471222	1.2036	0.116727	14.9369	0.520878	20.3848	0.517853	2.4808	0.220084	1.3951	0.134849	24.2607	0.872787	5.92505	0.156383	0.278429	0.0245288	0.422174	0.116727	6.62565	0.297639	9.26292	0.228953	0.278429	0.0245288	0.422174	0.0406017	9.96352	0.294084	347	3
hag	62.4	pba	0	0.93827	13.1984	0.357029	0.695401	0.00282674	1.48682	0.00915272	15.3806	0.369008	20.3848	0.517853	3.37717	0.0136048	1.67194	0.0102212	25.434	0.541679	5.92505	0.156383	0.362309	0.00147244	0.46967	0.00915272	6.75703	0.167008	9.26292	0.228953	0.362309	0.00147244	0.46967	0.00281614	10.0949	0.233242	347	3
bis	62.4	pba	1	0.93827	11.1061	0.306117	0.475366	0.00785464	0.929433	0.0750059	12.5109	0.388978	17.1911	0.444116	2.22302	0.0452168	1.08051	0.0848986	20.4946	0.574232	4.98931	0.134045	0.247452	0.00410962	0.328491	0.0750059	5.56525	0.21316	7.8181	0.196332	0.247452	0.00410962	0.328491	0.0248245	8.39404	0.225266	294	4
tan	62.4	pba	1	0.93827	11.1061	0.306117	0.473397	0.0932479	1.00082	0.229639	12.5803	0.629004	17.1911	0.444116	2.21	0.471511	1.15961	0.26021	20.5607	1.17584	4.98931	0.134045	0.246419	0.0486315	0.350679	0.229639	5.58641	0.412315	7.8181	0.196332	0.246419	0.0486315	0.350679	0.0760596	8.4152	0.321023	294	4
hag	62.4	pba	1	0.93827	11.1061	0.306117	0.602923	0.00249639	1.2002	0.00739185	12.9092	0.316005	17.1911	0.444116	2.93176	0.0120331	1.35157	0.00826996	21.4744	0.46442	4.98931	0.134045	0.314137	0.00130041	0.381166	0.00739185	5.68461	0.142737	7.8181	0.196332	0.314137	0.00130041	0.381166	0.00229101	8.5134	0.199923	294	4
bis	62.4	pba	2	0.93827	8.60235	0.230317	0.378981	0.00782891	0.642192	0.0577081	9.62352	0.295854	13.3731	0.334747	1.76299	0.0464906	0.747596	0.0654186	15.8837	0.446657	3.87093	0.100953	0.197258	0.00409936	0.22759	0.0577081	4.29577	0.162761	6.09242	0.14813	0.197258	0.00409936	0.22759	0.0191732	6.51727	0.171402	230	5
tan	62.4	pba	2	0.93827	8.60235	0.230317	0.379175	0.0609244	0.639569	0.121392	9.62109	0.412633	13.3731	0.334747	1.76421	0.311763	0.744765	0.139151	15.8821	0.785661	3.87093	0.100953	0.19736	0.0317836	0.226863	0.121392	4.29515	0.254128	6.09242	0.14813	0.19736	0.0317836	0.226863	0.0414913	6.51664	0.221405	230	5
hag	62.4	pba	2	0.93827	8.60235	0.230317	0.487102	0.0019293	0.877325	0.00504299	9.96678	0.237289	13.3731	0.334747	2.37289	0.00931986	0.989911	0.00565617	16.7359	0.349723	3.87093	0.100953	0.253802	0.00100505	0.280626	0.00504299	4.40535	0.107001	6.09242	0.14813	0.253802	0.00100505	0.280626	0.00157822	6.62685	0.150713	230	5
bis	62.4	pba	3	0.93827	6.11164	0.162014	0.305677	0.00384321	0.438649	0.0242091	6.85596	0.190067	9.57446	0.237132	1.44249	0.0218493	0.510587	0.0274145	11.5275	0.286396	2.75811	0.0712222	0.159155	0.00201001	0.155409	0.0242091	3.07267	0.0974412	4.37522	0.10528	0.159155	0.00201001	0.155409	0.00801168	4.68978	0.115302	164	5
tan	62.4	pba	3	0.93827	6.11164	0.162014	0.305821	0.0294429	0.433773	0.0656483	6.85123	0.257106	9.57446	0.237132	1.44346	0.151764	0.5052	0.0748115	11.5231	0.463708	2.75811	0.0712222	0.159231	0.0153623	0.15391	0.0656483	3.07125	0.152233	4.37522	0.10528	0.159231	0.0153623	0.15391	0.0221017	4.68836	0.142745	164	5
hag	62.4	pba	3	0.93827	6.11164	0.162014	0.373071	0.00151003	0.598979	0.00342245	7.08369	0.166947	9.57446	0.237132	1.82135	0.00731355	0.67731	0.00384918	12.0731	0.248295	2.75811	0.0712222	0.194397	0.000786689	0.193082	0.00342245	3.14559	0.0754313	4.37522	0.10528	0.194397	0.000786689	0.193082	0.00108225	4.7627	0.107149	164	5
bis	62.4	pba	4	0.93827	4.19628	0.109779	0.226422	0.0385839	0.243484	0.0491838	4.66619	0.197547	6.62595	0.162079	1.06977	0.199106	0.284858	0.0566984	7.98058	0.417883	1.89956	0.0484401	0.117894	0.0201327	0.0872986	0.0491838	2.10475	0.117757	3.03739	0.0722537	0.117894	0.0201327	0.0872986	0.0170576	3.24258	0.109444	114	5
tan	62.4	pba	4	0.93827	4.19628	0.109779	0.226484	0.0026027	0.24285	0.0102575	4.66561	0.122639	6.62595	0.162079	1.07017	0.0145233	0.284157	0.0117107	7.98027	0.188313	1.89956	0.0484401	0.117926	0.00136057	0.0871023	0.0102575	2.10458	0.0600581	3.03739	0.0722537	0.117926	0.00136057	0.0871023	0.00347319	3.24242	0.0770875	114	5
hag	62.4	pba	4	0.93827	4.19628	0.109779	0.275163	0.00114784	0.392133	0.0022453	4.86358	0.113172	6.62595	0.162079	1.34651	0.00557499	0.44437	0.00253217	8.41682	0.170186	1.89956	0.0484401	0.143388	0.000598037	0.127359	0.0022453	2.1703	0.0512834	3.03739	0.0722537	0.143388	0.000598037	0.127359	0.000717152	3.30814	0.0735689	114	5
